"","month","origin_state","dest_state","N"
"4215",4,"georgia","texas",1279
"4216",4,"arizona","massachusetts",88
"4217",4,"florida","puerto rico",486
"4218",4,"arizona","nevada",514
"4219",4,"nevada","arizona",520
"4220",4,"texas","minnesota",354
"4221",4,"florida","missouri",702
"4222",4,"puerto rico","texas",19
"4223",4,"north carolina","minnesota",126
"4224",4,"california","north carolina",330
"4225",4,"puerto rico","florida",490
"4226",4,"georgia","florida",2123
"4227",4,"florida","georgia",2150
"4228",4,"pennsylvania","california",240
"4229",4,"michigan","north carolina",454
"4230",4,"pennsylvania","new york",194
"4231",4,"ohio","pennsylvania",239
"4232",4,"massachusetts","pennsylvania",274
"4233",4,"arizona","pennsylvania",184
"4234",4,"north carolina","california",335
"4235",4,"pennsylvania","connecticut",87
"4236",4,"nevada","north carolina",103
"4237",4,"utah","north carolina",37
"4238",4,"florida","arizona",231
"4239",4,"north carolina","arizona",144
"4240",4,"florida","maryland",1159
"4241",4,"connecticut","pennsylvania",87
"4242",4,"connecticut","north carolina",121
"4243",4,"rhode island","north carolina",89
"4244",4,"north carolina","rhode island",90
"4245",4,"pennsylvania","massachusetts",310
"4246",4,"north carolina","maryland",377
"4247",4,"pennsylvania","missouri",204
"4248",4,"north carolina","massachusetts",286
"4249",4,"rhode island","pennsylvania",78
"4250",4,"north carolina","oregon",30
"4251",4,"missouri","california",368
"4252",4,"massachusetts","new york",444
"4253",4,"ohio","arizona",86
"4254",4,"arizona","ohio",85
"4255",4,"iowa","arizona",59
"4256",4,"california","pennsylvania",240
"4257",4,"florida","nevada",182
"4258",4,"florida","louisiana",409
"4259",4,"minnesota","texas",352
"4260",4,"arizona","florida",236
"4261",4,"minnesota","arizona",197
"4262",4,"california","georgia",460
"4263",4,"texas","puerto rico",17
"4264",4,"michigan","florida",705
"4265",4,"florida","michigan",719
"4266",4,"pennsylvania","u.s. virgin islands",1
"4267",4,"u.s. virgin islands","pennsylvania",1
"4268",4,"minnesota","north carolina",124
"4269",4,"missouri","arizona",320
"4270",4,"georgia","new york",545
"4271",4,"new york","georgia",560
"4272",4,"california","kentucky",20
"4273",4,"kentucky","california",19
"4274",4,"new york","massachusetts",457
"4275",4,"texas","south carolina",250
"4276",4,"arizona","new york",100
"4277",4,"new york","california",461
"4278",4,"north carolina","oklahoma",141
"4279",4,"texas","idaho",42
"4280",4,"louisiana","florida",376
"4281",4,"georgia","california",445
"4282",4,"north carolina","utah",36
"4283",4,"idaho","texas",43
"4284",4,"texas","montana",100
"4285",4,"missouri","pennsylvania",217
"4286",4,"minnesota","georgia",146
"4287",4,"michigan","new jersey",75
"4288",4,"indiana","georgia",279
"4289",4,"minnesota","maryland",91
"4290",4,"georgia","louisiana",463
"4291",4,"virginia","minnesota",187
"4292",4,"minnesota","virginia",162
"4293",4,"minnesota","new york",143
"4294",4,"nevada","georgia",146
"4295",4,"oklahoma","georgia",127
"4296",4,"arkansas","georgia",160
"4297",4,"michigan","nevada",120
"4298",4,"washington","minnesota",125
"4299",4,"georgia","mississippi",197
"4300",4,"minnesota","michigan",236
"4301",4,"minnesota","washington",126
"4302",4,"minnesota","california",217
"4303",4,"georgia","alabama",412
"4304",4,"alabama","georgia",414
"4305",4,"georgia","connecticut",74
"4306",4,"connecticut","georgia",77
"4307",4,"california","michigan",167
"4308",4,"georgia","missouri",380
"4309",4,"minnesota","nevada",65
"4310",4,"minnesota","louisiana",18
"4311",4,"connecticut","michigan",63
"4312",4,"michigan","utah",90
"4313",4,"hawaii","washington",94
"4314",4,"georgia","arizona",137
"4315",4,"georgia","utah",129
"4316",4,"georgia","south carolina",422
"4317",4,"new york","louisiana",55
"4318",4,"nevada","utah",299
"4319",4,"utah","nevada",293
"4320",4,"utah","georgia",129
"4321",4,"minnesota","tennessee",94
"4322",4,"michigan","maryland",149
"4323",4,"georgia","georgia",818
"4324",4,"utah","new york",66
"4325",4,"kentucky","florida",459
"4326",4,"florida","kentucky",457
"4327",4,"utah","massachusetts",31
"4328",4,"california","minnesota",206
"4329",4,"michigan","new york",679
"4330",4,"georgia","wisconsin",127
"4331",4,"wisconsin","georgia",152
"4332",4,"new mexico","georgia",13
"4333",4,"georgia","new mexico",12
"4334",4,"nevada","minnesota",66
"4335",4,"massachusetts","georgia",182
"4336",4,"washington","hawaii",94
"4337",4,"georgia","maryland",234
"4338",4,"nevada","michigan",122
"4339",4,"maryland","michigan",143
"4340",4,"missouri","michigan",167
"4341",4,"oregon","minnesota",40
"4342",4,"south carolina","georgia",427
"4343",4,"washington","alaska",284
"4344",4,"louisiana","utah",11
"4345",4,"massachusetts","michigan",155
"4346",4,"georgia","arkansas",160
"4347",4,"georgia","massachusetts",181
"4348",4,"georgia","minnesota",149
"4349",4,"new york","minnesota",136
"4350",4,"utah","michigan",90
"4351",4,"michigan","tennessee",198
"4352",4,"washington","michigan",92
"4353",4,"missouri","georgia",375
"4354",4,"new jersey","michigan",72
"4355",4,"kentucky","georgia",283
"4356",4,"georgia","indiana",284
"4357",4,"utah","kentucky",34
"4358",4,"michigan","georgia",255
"4359",4,"georgia","kentucky",281
"4360",4,"alaska","washington",287
"4361",4,"ohio","georgia",351
"4362",4,"arizona","georgia",145
"4363",4,"georgia","ohio",347
"4364",4,"tennessee","minnesota",83
"4365",4,"new york","nevada",74
"4366",4,"nevada","new york",73
"4367",4,"kansas","georgia",46
"4368",4,"georgia","kansas",45
"4369",4,"georgia","oklahoma",125
"4370",4,"utah","minnesota",106
"4371",4,"maryland","georgia",238
"4372",4,"georgia","nevada",153
"4373",4,"new york","michigan",684
"4374",4,"montana","utah",403
"4375",4,"utah","montana",398
"4376",4,"georgia","washington",89
"4377",4,"georgia","michigan",253
"4378",4,"michigan","california",164
"4379",4,"massachusetts","utah",32
"4380",4,"minnesota","utah",104
"4381",4,"louisiana","georgia",485
"4382",4,"missouri","minnesota",206
"4383",4,"washington","tennessee",34
"4384",4,"washington","georgia",87
"4385",4,"louisiana","new york",69
"4386",4,"tennessee","michigan",199
"4387",4,"louisiana","michigan",43
"4388",4,"washington","new york",81
"4389",4,"missouri","utah",122
"4390",4,"indiana","minnesota",55
"4391",4,"wyoming","utah",78
"4392",4,"utah","wyoming",77
"4393",4,"florida","utah",37
"4394",4,"utah","florida",35
"4395",4,"tennessee","georgia",562
"4396",4,"georgia","puerto rico",38
"4397",4,"puerto rico","georgia",38
"4398",4,"georgia","rhode island",16
"4399",4,"michigan","pennsylvania",480
"4400",4,"louisiana","minnesota",20
"4401",4,"georgia","tennessee",568
"4402",4,"pennsylvania","utah",8
"4403",4,"utah","pennsylvania",8
"4404",4,"mississippi","georgia",195
"4405",4,"rhode island","georgia",16
"4406",4,"louisiana","california",137
"4407",4,"michigan","michigan",1149
"4408",4,"minnesota","ohio",104
"4409",4,"minnesota","connecticut",40
"4410",4,"oregon","georgia",31
"4411",4,"georgia","nebraska",73
"4412",4,"nebraska","georgia",74
"4413",4,"michigan","connecticut",61
"4414",4,"connecticut","minnesota",40
"4415",4,"utah","tennessee",6
"4416",4,"minnesota","kentucky",84
"4417",4,"michigan","louisiana",39
"4418",4,"minnesota","indiana",53
"4419",4,"minnesota","missouri",179
"4420",4,"utah","louisiana",11
"4421",4,"ohio","minnesota",105
"4422",4,"wisconsin","minnesota",434
"4423",4,"minnesota","wisconsin",434
"4424",4,"minnesota","massachusetts",92
"4425",4,"kentucky","minnesota",85
"4426",4,"pennsylvania","michigan",485
"4427",4,"michigan","arizona",107
"4428",4,"michigan","minnesota",236
"4429",4,"virginia","utah",18
"4430",4,"utah","virginia",18
"4431",4,"california","louisiana",138
"4432",4,"california","new york",463
"4433",4,"georgia","oregon",30
"4434",4,"new york","utah",78
"4435",4,"michigan","massachusetts",154
"4436",4,"massachusetts","minnesota",92
"4437",4,"arizona","michigan",110
"4438",4,"michigan","missouri",152
"4439",4,"new york","washington",82
"4440",4,"michigan","washington",89
"4441",4,"tennessee","utah",8
"4442",4,"kentucky","utah",34
"4443",4,"utah","missouri",109
"4444",4,"maryland","minnesota",77
"4445",4,"minnesota","oregon",47
"4446",4,"georgia","iowa",13
"4447",4,"iowa","georgia",14
"4448",4,"california","missouri",389
"4449",4,"new york","puerto rico",70
"4450",4,"puerto rico","new york",67
"4451",4,"georgia","maine",6
"4452",4,"maine","georgia",7
"4453",4,"new jersey","utah",7
"4454",4,"indiana","washington",28
"4455",4,"washington","indiana",28
"4456",4,"tennessee","california",200
"4457",4,"california","tennessee",222
"4458",4,"utah","new jersey",7
"4459",4,"washington","massachusetts",49
"4460",4,"maryland","utah",23
"4461",4,"utah","maryland",23
"4462",4,"florida","washington",111
"4463",4,"utah","hawaii",1
"4464",4,"hawaii","utah",1
"4465",4,"hawaii","georgia",1
"4466",4,"utah","indiana",5
"4467",4,"tennessee","washington",36
"4468",4,"indiana","utah",6
"4469",4,"massachusetts","washington",48
"4470",4,"alabama","illinois",120
"4471",4,"arizona","arkansas",30
"4472",4,"arizona","missouri",304
"4473",4,"arizona","wisconsin",206
"4474",4,"arizona","louisiana",46
"4475",4,"arizona","nebraska",126
"4476",4,"arizona","kentucky",45
"4477",4,"pennsylvania","maryland",64
"4478",4,"pennsylvania","nevada",126
"4479",4,"pennsylvania","arizona",182
"4480",4,"rhode island","maryland",120
"4481",4,"rhode island","florida",238
"4482",4,"rhode island","illinois",121
"4483",4,"maine","maryland",88
"4484",4,"nevada","nevada",469
"4485",4,"new york","maryland",436
"4486",4,"florida","connecticut",380
"4487",4,"florida","indiana",577
"4488",4,"florida","wisconsin",291
"4489",4,"florida","rhode island",238
"4490",4,"california","new mexico",209
"4491",4,"california","maryland",228
"4492",4,"california","nebraska",28
"4493",4,"kentucky","maryland",143
"4494",4,"kentucky","arizona",46
"4495",4,"puerto rico","maryland",58
"4496",4,"puerto rico","illinois",23
"4497",4,"missouri","connecticut",15
"4498",4,"missouri","tennessee",129
"4499",4,"missouri","massachusetts",102
"4500",4,"missouri","maryland",145
"4501",4,"missouri","ohio",82
"4502",4,"missouri","virginia",231
"4503",4,"missouri","iowa",56
"4504",4,"missouri","florida",678
"4505",4,"missouri","kansas",41
"4506",4,"missouri","nevada",242
"4507",4,"missouri","new york",166
"4508",4,"missouri","arkansas",41
"4509",4,"missouri","missouri",115
"4510",4,"missouri","wisconsin",87
"4511",4,"missouri","louisiana",81
"4512",4,"missouri","oklahoma",80
"4513",4,"missouri","nebraska",47
"4514",4,"missouri","oregon",32
"4515",4,"florida","alabama",76
"4516",4,"florida","new hampshire",163
"4517",4,"oklahoma","nevada",93
"4518",4,"oklahoma","missouri",78
"4519",4,"new mexico","maryland",45
"4520",4,"new mexico","nevada",75
"4521",4,"new mexico","california",218
"4522",4,"new mexico","missouri",24
"4523",4,"connecticut","maryland",131
"4524",4,"connecticut","florida",376
"4525",4,"connecticut","missouri",15
"4526",4,"alabama","maryland",30
"4527",4,"alabama","nevada",30
"4528",4,"alabama","florida",100
"4529",4,"tennessee","massachusetts",104
"4530",4,"tennessee","maryland",158
"4531",4,"tennessee","south carolina",45
"4532",4,"tennessee","ohio",101
"4533",4,"tennessee","nevada",129
"4534",4,"tennessee","new york",203
"4535",4,"tennessee","missouri",147
"4536",4,"tennessee","wisconsin",63
"4537",4,"tennessee","louisiana",106
"4538",4,"tennessee","oklahoma",17
"4539",4,"tennessee","arizona",106
"4540",4,"idaho","nevada",42
"4541",4,"massachusetts","tennessee",113
"4542",4,"massachusetts","maryland",212
"4543",4,"massachusetts","ohio",69
"4544",4,"massachusetts","missouri",96
"4545",4,"maryland","new mexico",32
"4546",4,"maryland","new york",440
"4547",4,"maryland","connecticut",129
"4548",4,"maryland","alabama",41
"4549",4,"maryland","tennessee",166
"4550",4,"maryland","massachusetts",243
"4551",4,"maryland","south carolina",134
"4552",4,"maryland","ohio",123
"4553",4,"maryland","kentucky",134
"4554",4,"maryland","florida",1163
"4555",4,"maryland","indiana",97
"4556",4,"maryland","nevada",129
"4557",4,"maryland","california",238
"4558",4,"maryland","missouri",163
"4559",4,"maryland","new hampshire",141
"4560",4,"maryland","wisconsin",65
"4561",4,"maryland","louisiana",114
"4562",4,"maryland","oklahoma",24
"4563",4,"maryland","virginia",91
"4564",4,"maryland","arizona",94
"4565",4,"maryland","pennsylvania",60
"4566",4,"maryland","rhode island",135
"4567",4,"maryland","maine",88
"4568",4,"maryland","puerto rico",58
"4569",4,"south carolina","tennessee",49
"4570",4,"south carolina","maryland",128
"4571",4,"ohio","tennessee",114
"4572",4,"ohio","maryland",134
"4573",4,"ohio","wisconsin",21
"4574",4,"ohio","missouri",71
"4575",4,"ohio","massachusetts",69
"4576",4,"ohio","nevada",85
"4577",4,"virginia","missouri",280
"4578",4,"virginia","wisconsin",62
"4579",4,"virginia","oklahoma",52
"4580",4,"virginia","nebraska",30
"4581",4,"virginia","rhode island",183
"4582",4,"iowa","nevada",52
"4583",4,"iowa","missouri",56
"4584",4,"hawaii","hawaii",2035
"4585",4,"kansas","nevada",37
"4586",4,"kansas","arizona",39
"4587",4,"kansas","missouri",41
"4588",4,"indiana","maryland",104
"4589",4,"indiana","florida",600
"4590",4,"indiana","nevada",109
"4591",4,"indiana","missouri",26
"4592",4,"indiana","arizona",121
"4593",4,"nevada","new mexico",99
"4594",4,"nevada","alabama",30
"4595",4,"nevada","tennessee",123
"4596",4,"nevada","idaho",70
"4597",4,"nevada","maryland",140
"4598",4,"nevada","ohio",86
"4599",4,"nevada","iowa",52
"4600",4,"nevada","florida",150
"4601",4,"nevada","kansas",37
"4602",4,"nevada","indiana",104
"4603",4,"nevada","arkansas",37
"4604",4,"nevada","missouri",225
"4605",4,"nevada","wisconsin",77
"4606",4,"nevada","louisiana",57
"4607",4,"nevada","oklahoma",89
"4608",4,"nevada","nebraska",77
"4609",4,"nevada","pennsylvania",123
"4610",4,"new york","tennessee",203
"4611",4,"new york","missouri",181
"4612",4,"new york","wisconsin",29
"4613",4,"arkansas","nevada",37
"4614",4,"arkansas","arizona",17
"4615",4,"arkansas","missouri",39
"4616",4,"missouri","new mexico",24
"4617",4,"missouri","indiana",50
"4618",4,"illinois","rhode island",108
"4619",4,"illinois","puerto rico",23
"4620",4,"new hampshire","maryland",140
"4621",4,"new hampshire","florida",161
"4622",4,"wisconsin","tennessee",56
"4623",4,"wisconsin","maryland",70
"4624",4,"wisconsin","ohio",35
"4625",4,"wisconsin","virginia",56
"4626",4,"wisconsin","florida",287
"4627",4,"wisconsin","nevada",73
"4628",4,"wisconsin","california",11
"4629",4,"wisconsin","new york",27
"4630",4,"wisconsin","missouri",65
"4631",4,"wisconsin","arizona",203
"4632",4,"louisiana","tennessee",108
"4633",4,"louisiana","maryland",114
"4634",4,"louisiana","nevada",66
"4635",4,"louisiana","missouri",81
"4636",4,"louisiana","arizona",46
"4637",4,"oklahoma","tennessee",28
"4638",4,"oklahoma","maryland",13
"4639",4,"oklahoma","virginia",52
"4640",4,"nebraska","virginia",28
"4641",4,"nebraska","nevada",88
"4642",4,"nebraska","arizona",128
"4643",4,"nebraska","california",30
"4644",4,"nebraska","missouri",60
"4645",4,"virginia","maryland",106
"4646",4,"oregon","missouri",32
"4647",4,"arizona","tennessee",115
"4648",4,"arizona","maryland",93
"4649",4,"arizona","kansas",39
"4650",4,"arizona","indiana",122
"4651",4,"kentucky","nevada",37
"4652",4,"nevada","kentucky",36
"4653",4,"new mexico","florida",2
"4654",4,"south carolina","missouri",6
"4655",4,"florida","nebraska",23
"4656",4,"nebraska","florida",24
"4657",4,"arizona","north carolina",147
"4658",4,"north carolina","nevada",103
"4659",4,"missouri","south carolina",6
"4660",4,"nebraska","tennessee",4
"4661",4,"south carolina","virginia",302
"4662",4,"kentucky","virginia",190
"4663",4,"north dakota","texas",95
"4664",4,"texas","south dakota",96
"4665",4,"south dakota","texas",97
"4666",4,"texas","north dakota",95
"4667",4,"florida","south carolina",107
"4668",4,"arizona","north dakota",56
"4669",4,"kentucky","louisiana",19
"4670",4,"florida","oklahoma",35
"4671",4,"montana","nevada",31
"4672",4,"kentucky","new jersey",41
"4673",4,"florida","iowa",46
"4674",4,"south dakota","nevada",26
"4675",4,"north dakota","nevada",48
"4676",4,"montana","arizona",32
"4677",4,"south carolina","kentucky",7
"4678",4,"florida","north dakota",8
"4679",4,"florida","west virginia",30
"4680",4,"florida","south dakota",18
"4681",4,"iowa","florida",46
"4682",4,"maine","florida",56
"4683",4,"ohio","south carolina",17
"4684",4,"north dakota","florida",8
"4685",4,"north dakota","arizona",55
"4686",4,"south dakota","florida",18
"4687",4,"kansas","florida",6
"4688",4,"oklahoma","florida",35
"4689",4,"indiana","south carolina",5
"4690",4,"west virginia","florida",30
"4691",4,"south carolina","florida",107
"4692",4,"louisiana","kentucky",19
"4693",4,"arizona","iowa",57
"4694",4,"florida","maine",56
"4695",4,"arizona","montana",32
"4696",4,"louisiana","indiana",7
"4697",4,"nevada","montana",31
"4698",4,"nevada","north dakota",48
"4699",4,"south carolina","ohio",17
"4700",4,"tennessee","arkansas",7
"4701",4,"arkansas","tennessee",7
"4702",4,"iowa","tennessee",12
"4703",4,"arkansas","florida",40
"4704",4,"florida","arkansas",40
"4705",4,"indiana","louisiana",7
"4706",4,"tennessee","iowa",12
"4707",4,"nevada","south dakota",26
"4708",4,"florida","kansas",7
"4709",4,"louisiana","pennsylvania",40
"4710",4,"kentucky","south carolina",7
"4711",4,"montana","texas",100
"4712",4,"north dakota","illinois",87
"4713",4,"virginia","arkansas",16
"4714",4,"arkansas","virginia",16
"4715",4,"illinois","north dakota",89
"4716",4,"minnesota","south dakota",268
"4717",4,"south dakota","minnesota",268
"4718",4,"minnesota","iowa",166
"4719",4,"iowa","minnesota",168
"4720",4,"minnesota","pennsylvania",171
"4721",4,"minnesota","minnesota",776
"4722",4,"ohio","michigan",245
"4723",4,"michigan","ohio",245
"4724",4,"minnesota","north dakota",413
"4725",4,"michigan","kentucky",191
"4726",4,"kentucky","michigan",192
"4727",4,"north dakota","minnesota",414
"4728",4,"new hampshire","michigan",57
"4729",4,"south dakota","utah",1
"4730",4,"montana","minnesota",61
"4731",4,"michigan","oklahoma",1
"4732",4,"nebraska","utah",35
"4733",4,"utah","new mexico",61
"4734",4,"utah","oklahoma",61
"4735",4,"oklahoma","minnesota",32
"4736",4,"minnesota","montana",59
"4737",4,"utah","idaho",277
"4738",4,"south carolina","new york",68
"4739",4,"new york","south carolina",69
"4740",4,"michigan","wisconsin",276
"4741",4,"utah","south dakota",1
"4742",4,"kansas","minnesota",31
"4743",4,"minnesota","kansas",30
"4744",4,"idaho","utah",280
"4745",4,"michigan","nebraska",15
"4746",4,"nebraska","michigan",15
"4747",4,"utah","nebraska",36
"4748",4,"idaho","minnesota",2
"4749",4,"michigan","new hampshire",57
"4750",4,"minnesota","nebraska",151
"4751",4,"nebraska","minnesota",152
"4752",4,"oklahoma","utah",61
"4753",4,"new york","nebraska",1
"4754",4,"michigan","iowa",41
"4755",4,"new mexico","utah",60
"4756",4,"pennsylvania","minnesota",168
"4757",4,"wisconsin","michigan",277
"4758",4,"georgia","west virginia",60
"4759",4,"michigan","rhode island",60
"4760",4,"rhode island","michigan",61
"4761",4,"michigan","indiana",233
"4762",4,"indiana","michigan",233
"4763",4,"minnesota","oklahoma",31
"4764",4,"iowa","michigan",42
"4765",4,"new jersey","minnesota",76
"4766",4,"minnesota","new jersey",76
"4767",4,"oklahoma","michigan",1
"4768",4,"minnesota","idaho",1
"4769",4,"michigan","south carolina",52
"4770",4,"south carolina","michigan",55
"4771",4,"wisconsin","utah",2
"4772",4,"utah","wisconsin",2
"4773",4,"alabama","michigan",1
"4774",4,"arkansas","michigan",1
"4775",4,"utah","utah",111
"4776",4,"iowa","utah",1
"4777",4,"utah","iowa",1
"4778",4,"west virginia","georgia",60
"4779",4,"new york","maine",84
"4780",4,"michigan","maine",30
"4781",4,"new york","new york",484
"4782",4,"maine","michigan",30
"4783",4,"massachusetts","kentucky",18
"4784",4,"new york","vermont",44
"4785",4,"ohio","new york",97
"4786",4,"kentucky","new york",44
"4787",4,"maine","new york",83
"4788",4,"indiana","new york",43
"4789",4,"new york","indiana",43
"4790",4,"new york","pennsylvania",201
"4791",4,"new york","kentucky",42
"4792",4,"vermont","michigan",48
"4793",4,"kentucky","massachusetts",18
"4794",4,"michigan","vermont",49
"4795",4,"vermont","new york",44
"4796",4,"connecticut","ohio",1
"4797",4,"minnesota","arkansas",10
"4798",4,"arkansas","minnesota",10
"4799",4,"iowa","new york",1
"4800",4,"new jersey","kentucky",26
"4801",4,"connecticut","kentucky",1
"4802",4,"kentucky","connecticut",1
"4803",4,"indiana","california",14
"4804",4,"massachusetts","arizona",88
"4805",4,"washington","new jersey",37
"4806",4,"new jersey","washington",36
"4807",4,"pennsylvania","washington",59
"4808",4,"oregon","massachusetts",8
"4809",4,"washington","pennsylvania",60
"4810",4,"massachusetts","oregon",9
"4811",4,"alaska","alaska",979
"4812",4,"new jersey","oregon",8
"4813",4,"oregon","new jersey",8
"4814",4,"alaska","oregon",16
"4815",4,"alaska","california",9
"4816",4,"oregon","alaska",15
"4817",4,"california","alaska",9
"4818",4,"new york","oregon",13
"4819",4,"oregon","new york",12
"4820",4,"florida","oregon",7
"4821",4,"washington","south carolina",9
"4822",4,"louisiana","washington",25
"4823",4,"north carolina","washington",72
"4824",4,"washington","north carolina",71
"4825",4,"oregon","virginia",9
"4826",4,"maryland","washington",8
"4827",4,"virginia","oregon",9
"4828",4,"oregon","florida",9
"4829",4,"south carolina","washington",8
"4830",4,"washington","louisiana",24
"4831",4,"washington","maryland",9
"4832",4,"oklahoma","washington",8
"4833",4,"washington","oklahoma",8
"4834",4,"oregon","new mexico",8
"4835",4,"new mexico","oregon",8
"4836",4,"washington","ohio",9
"4837",4,"ohio","washington",8
"4838",4,"vermont","new jersey",8
"4839",4,"vermont","illinois",35
"4840",4,"illinois","vermont",37
"4841",4,"new jersey","south carolina",51
"4842",4,"missouri","new jersey",30
"4843",4,"new jersey","vermont",6
"4844",4,"new jersey","maine",22
"4845",4,"new jersey","new york",6
"4846",4,"illinois","maine",23
"4847",4,"maine","new jersey",23
"4848",4,"rhode island","new jersey",1
"4849",4,"new jersey","missouri",28
"4850",4,"maine","illinois",52
"4851",4,"north carolina","puerto rico",32
"4852",4,"puerto rico","north carolina",32
"4853",4,"pennsylvania","louisiana",40
"4854",4,"florida","vermont",1
"4855",4,"vermont","florida",1
"4856",4,"colorado","vermont",1
"4857",4,"vermont","colorado",1
"4858",4,"oklahoma","arkansas",2
"4859",4,"south carolina","indiana",5
"4860",4,"tennessee","nebraska",4
"4861",4,"california","indiana",15
"4862",4,"california","wisconsin",2
"4863",4,"pennsylvania","rhode island",81
"4864",4,"pennsylvania","pennsylvania",167
"4865",4,"virginia","indiana",114
"4866",4,"indiana","virginia",143
"4867",4,"iowa","virginia",30
"4868",4,"vermont","virginia",45
"4869",4,"virginia","vermont",44
"4870",4,"maine","pennsylvania",78
"4871",4,"arkansas","new york",10
"4872",4,"pennsylvania","maine",79
"4873",4,"virginia","iowa",29
"4874",4,"pennsylvania","arkansas",6
"4875",4,"maine","virginia",38
"4876",4,"nebraska","north carolina",73
"4877",4,"north carolina","nebraska",73
"4878",4,"arkansas","pennsylvania",6
"4879",4,"new york","arkansas",9
"4880",4,"oklahoma","pennsylvania",7
"4881",4,"pennsylvania","oklahoma",5
"4882",4,"massachusetts","indiana",7
"4883",4,"indiana","massachusetts",7
"4884",4,"massachusetts","south carolina",38
"4885",4,"south carolina","massachusetts",36
"4886",4,"nebraska","pennsylvania",28
"4887",4,"mississippi","north carolina",152
"4888",4,"new hampshire","virginia",23
"4889",4,"vermont","north carolina",82
"4890",4,"virginia","new hampshire",23
"4891",4,"vermont","pennsylvania",56
"4892",4,"pennsylvania","vermont",56
"4893",4,"north carolina","vermont",82
"4894",4,"oklahoma","north carolina",141
"4895",4,"west virginia","pennsylvania",6
"4896",4,"pennsylvania","west virginia",6
"4897",4,"new hampshire","pennsylvania",26
"4898",4,"mississippi","virginia",27
"4899",4,"north carolina","maine",53
"4900",4,"maine","north carolina",53
"4901",4,"alabama","pennsylvania",55
"4902",4,"pennsylvania","alabama",55
"4903",4,"arizona","hawaii",20
"4904",4,"illinois","u.s. virgin islands",1
"4905",4,"u.s. virgin islands","illinois",1
"4906",4,"north carolina","u.s. virgin islands",1
"4907",4,"u.s. virgin islands","north carolina",1
"4908",4,"ohio","utah",2
"4909",4,"washington","kentucky",1
"4910",4,"oregon","michigan",1
"4911",4,"new hampshire","georgia",1
"4912",4,"michigan","oregon",1
"4913",4,"montana","illinois",6
"4914",4,"illinois","montana",6
"4915",4,"massachusetts","louisiana",29
"4916",4,"louisiana","massachusetts",29
"4917",4,"louisiana","ohio",3
"4918",4,"ohio","louisiana",3
"4919",4,"nevada","massachusetts",42
"4920",4,"massachusetts","nevada",43
"4921",4,"south carolina","connecticut",7
"4922",4,"connecticut","south carolina",7
"4923",4,"massachusetts","puerto rico",36
"4924",4,"puerto rico","massachusetts",40
"4925",4,"virginia","mississippi",27
"4926",4,"iowa","pennsylvania",27
"4927",4,"pennsylvania","iowa",27
"4928",4,"oregon","north carolina",30
"4929",4,"montana","california",3
"4930",4,"california","montana",3
"4931",4,"new york","new mexico",13
"4932",4,"new mexico","new york",13
"4933",4,"puerto rico","connecticut",16
"4934",4,"massachusetts","u.s. virgin islands",11
"4935",4,"u.s. virgin islands","puerto rico",45
"4936",4,"puerto rico","u.s. virgin islands",41
"4937",4,"virginia","puerto rico",15
"4938",4,"puerto rico","virginia",14
"4939",4,"connecticut","puerto rico",16
"4940",4,"u.s. virgin islands","massachusetts",7
"4941",4,"pennsylvania","new jersey",30
"4942",4,"new jersey","pennsylvania",29
"4943",4,"indiana","new jersey",8
"4944",4,"new jersey","indiana",7
"4945",5,"hawaii","hawaii",1657
"4946",5,"nevada","new mexico",71
"4947",5,"nevada","georgia",104
"4948",5,"nevada","texas",626
"4949",5,"nevada","alabama",31
"4950",5,"nevada","tennessee",103
"4951",5,"nevada","idaho",50
"4952",5,"nevada","california",1212
"4953",5,"nevada","maryland",96
"4954",5,"nevada","ohio",63
"4955",5,"nevada","colorado",429
"4956",5,"nevada","florida",137
"4957",5,"nevada","washington",306
"4958",5,"nevada","indiana",52
"4959",5,"nevada","missouri",146
"4960",5,"nevada","illinois",299
"4961",5,"nevada","wisconsin",49
"4962",5,"nevada","nebraska",80
"4963",5,"nevada","oregon",130
"4964",5,"nevada","arizona",254
"4965",5,"nevada","pennsylvania",37
"4966",5,"nevada","nevada",415
"4967",5,"nevada","utah",185
"4968",5,"california","georgia",285
"4969",5,"california","tennessee",49
"4970",5,"california","maryland",41
"4971",5,"california","texas",1537
"4972",5,"california","colorado",1444
"4973",5,"california","nevada",1295
"4974",5,"california","missouri",178
"4975",5,"california","illinois",598
"4976",5,"california","california",5857
"4977",5,"california","arizona",1270
"4978",5,"california","utah",863
"4979",5,"texas","texas",6825
"4980",5,"texas","colorado",959
"4981",5,"texas","nevada",612
"4982",5,"new york","maryland",266
"4983",5,"arkansas","texas",472
"4984",5,"arkansas","missouri",30
"4985",5,"missouri","georgia",247
"4986",5,"missouri","tennessee",63
"4987",5,"missouri","maryland",95
"4988",5,"missouri","texas",774
"4989",5,"missouri","colorado",336
"4990",5,"missouri","nevada",149
"4991",5,"missouri","california",176
"4992",5,"missouri","florida",336
"4993",5,"missouri","illinois",474
"4994",5,"missouri","arizona",134
"4995",5,"missouri","missouri",63
"4996",5,"florida","georgia",1399
"4997",5,"florida","texas",1966
"4998",5,"florida","connecticut",157
"4999",5,"florida","alabama",38
"5000",5,"florida","tennessee",642
"5001",5,"florida","new york",553
"5002",5,"florida","maryland",648
"5003",5,"florida","ohio",382
"5004",5,"florida","colorado",303
"5005",5,"florida","florida",467
