"","month","origin_state","dest_state","N"
"2086",2,"utah","new jersey",109
"2087",2,"alaska","colorado",29
"2088",2,"new jersey","utah",109
"2089",2,"u.s. virgin islands","texas",10
"2090",2,"virginia","hawaii",5
"2091",2,"hawaii","virginia",5
"2092",2,"texas","u.s. virgin islands",10
"2093",2,"new jersey","new york",161
"2094",2,"colorado","colorado",1594
"2095",2,"new york","new jersey",161
"2096",2,"new jersey","pennsylvania",242
"2097",2,"new jersey","kentucky",213
"2098",2,"florida","vermont",13
"2099",2,"vermont","florida",13
"2100",2,"florida","maine",88
"2101",2,"maine","florida",89
"2102",2,"georgia","puerto rico",121
"2103",2,"puerto rico","georgia",121
"2104",2,"florida","oklahoma",44
"2105",2,"oklahoma","florida",44
"2106",2,"colorado","arkansas",157
"2107",2,"arkansas","colorado",149
"2108",2,"colorado","south carolina",67
"2109",2,"south carolina","colorado",67
"2110",2,"iowa","florida",102
"2111",2,"florida","iowa",102
"2112",2,"arizona","iowa",149
"2113",2,"iowa","arizona",149
"2114",2,"georgia","utah",225
"2115",2,"utah","georgia",224
"2116",2,"arizona","north dakota",139
"2117",2,"north dakota","arizona",139
"2118",2,"north carolina","puerto rico",74
"2119",2,"puerto rico","north carolina",73
"2120",2,"kentucky","louisiana",19
"2121",2,"louisiana","kentucky",19
"2122",2,"colorado","alabama",68
"2123",2,"alabama","colorado",68
"2124",2,"washington","oregon",575
"2125",2,"utah","oregon",381
"2126",2,"oregon","utah",381
"2127",2,"minnesota","south dakota",323
"2128",2,"washington","utah",518
"2129",2,"utah","washington",516
"2130",2,"minnesota","wisconsin",658
"2131",2,"minnesota","iowa",207
"2132",2,"georgia","georgia",1606
"2133",2,"michigan","indiana",442
"2134",2,"iowa","minnesota",207
"2135",2,"georgia","mississippi",451
"2136",2,"mississippi","georgia",451
"2137",2,"utah","idaho",577
"2138",2,"washington","washington",802
"2139",2,"indiana","michigan",442
"2140",2,"idaho","utah",584
"2141",2,"north dakota","minnesota",642
"2142",2,"minnesota","north dakota",642
"2143",2,"michigan","kentucky",322
"2144",2,"kentucky","michigan",322
"2145",2,"kansas","minnesota",52
"2146",2,"minnesota","kansas",52
"2147",2,"south dakota","utah",29
"2148",2,"montana","minnesota",211
"2149",2,"south dakota","minnesota",323
"2150",2,"michigan","oklahoma",29
"2151",2,"arkansas","georgia",391
"2152",2,"nebraska","utah",51
"2153",2,"montana","utah",577
"2154",2,"utah","montana",577
"2155",2,"georgia","alabama",942
"2156",2,"wisconsin","washington",49
"2157",2,"utah","oklahoma",80
"2158",2,"oklahoma","minnesota",51
"2159",2,"minnesota","virginia",346
"2160",2,"minnesota","montana",209
"2161",2,"virginia","minnesota",346
"2162",2,"oregon","washington",605
"2163",2,"iowa","michigan",176
"2164",2,"minnesota","minnesota",882
"2165",2,"minnesota","kentucky",182
"2166",2,"kentucky","minnesota",182
"2167",2,"ohio","minnesota",230
"2168",2,"michigan","michigan",1685
"2169",2,"georgia","arkansas",391
"2170",2,"minnesota","pennsylvania",252
"2171",2,"pennsylvania","minnesota",252
"2172",2,"wisconsin","minnesota",658
"2173",2,"minnesota","nebraska",255
"2174",2,"michigan","nebraska",72
"2175",2,"nebraska","michigan",72
"2176",2,"utah","nebraska",51
"2177",2,"alabama","michigan",28
"2178",2,"michigan","wisconsin",453
"2179",2,"wisconsin","michigan",453
"2180",2,"alabama","new york",59
"2181",2,"idaho","minnesota",47
"2182",2,"minnesota","idaho",47
"2183",2,"nebraska","minnesota",255
"2184",2,"oklahoma","utah",80
"2185",2,"washington","wisconsin",48
"2186",2,"alabama","georgia",942
"2187",2,"michigan","rhode island",78
"2188",2,"rhode island","michigan",78
"2189",2,"nebraska","new york",46
"2190",2,"ohio","michigan",365
"2191",2,"michigan","ohio",366
"2192",2,"minnesota","oklahoma",51
"2193",2,"michigan","new jersey",314
"2194",2,"new jersey","michigan",284
"2195",2,"new mexico","utah",80
"2196",2,"minnesota","michigan",508
"2197",2,"michigan","alabama",28
"2198",2,"michigan","iowa",176
"2199",2,"minnesota","indiana",183
"2200",2,"new york","alabama",59
"2201",2,"minnesota","new jersey",240
"2202",2,"indiana","minnesota",183
"2203",2,"new jersey","minnesota",240
"2204",2,"connecticut","michigan",125
"2205",2,"michigan","connecticut",125
"2206",2,"oklahoma","michigan",29
"2207",2,"wisconsin","utah",44
"2208",2,"utah","wisconsin",44
"2209",2,"minnesota","washington",276
"2210",2,"georgia","west virginia",133
"2211",2,"west virginia","georgia",133
"2212",2,"washington","minnesota",277
"2213",2,"minnesota","ohio",230
"2214",2,"utah","new mexico",80
"2215",2,"new york","nebraska",46
"2216",2,"utah","south dakota",29
"2217",2,"wyoming","utah",145
"2218",2,"utah","wyoming",145
"2219",2,"utah","utah",320
"2220",2,"iowa","utah",21
"2221",2,"utah","iowa",21
"2222",2,"north dakota","north dakota",78
"2223",2,"north dakota","colorado",265
"2224",2,"west virginia","illinois",89
"2225",2,"illinois","west virginia",89
"2226",2,"virginia","west virginia",58
"2227",2,"colorado","north dakota",265
"2228",2,"illinois","kansas",168
"2229",2,"kansas","kansas",97
"2230",2,"kansas","illinois",168
"2231",2,"wyoming","wyoming",58
"2232",2,"idaho","texas",112
"2233",2,"idaho","illinois",63
"2234",2,"california","arkansas",28
"2235",2,"texas","idaho",112
"2236",2,"wyoming","california",103
"2237",2,"oklahoma","california",37
"2238",2,"montana","california",68
"2239",2,"california","wyoming",104
"2240",2,"california","montana",68
"2241",2,"mississippi","illinois",58
"2242",2,"arkansas","california",28
"2243",2,"california","oklahoma",37
"2244",2,"illinois","maine",57
"2245",2,"illinois","idaho",63
"2246",2,"wisconsin","california",58
"2247",2,"california","wisconsin",58
"2248",2,"illinois","mississippi",58
"2249",2,"arizona","south dakota",110
"2250",2,"south dakota","arizona",110
"2251",2,"montana","washington",196
"2252",2,"idaho","oregon",58
"2253",2,"oregon","idaho",87
"2254",2,"washington","montana",196
"2255",2,"wyoming","washington",5
"2256",2,"washington","wyoming",5
"2257",2,"oregon","new mexico",12
"2258",2,"new mexico","oregon",12
"2259",2,"minnesota","new york",354
"2260",2,"ohio","utah",21
"2261",2,"michigan","puerto rico",29
"2262",2,"puerto rico","michigan",29
"2263",2,"georgia","kentucky",645
"2264",2,"kentucky","georgia",644
"2265",2,"georgia","kansas",76
"2266",2,"kansas","georgia",76
"2267",2,"georgia","oregon",80
"2268",2,"oregon","georgia",80
"2269",2,"hawaii","washington",486
"2270",2,"washington","hawaii",485
"2271",2,"georgia","wyoming",21
"2272",2,"pennsylvania","utah",54
"2273",2,"utah","pennsylvania",53
"2274",2,"washington","georgia",188
"2275",2,"georgia","nebraska",150
"2276",2,"new york","u.s. virgin islands",30
"2277",2,"u.s. virgin islands","new york",30
"2278",2,"georgia","montana",12
"2279",2,"montana","georgia",11
"2280",2,"georgia","u.s. virgin islands",59
"2281",2,"u.s. virgin islands","georgia",59
"2282",2,"hawaii","minnesota",21
"2283",2,"minnesota","hawaii",21
"2284",2,"michigan","washington",138
"2285",2,"utah","hawaii",46
"2286",2,"hawaii","utah",46
"2287",2,"georgia","washington",188
"2288",2,"minnesota","puerto rico",7
"2289",2,"puerto rico","minnesota",7
"2290",2,"georgia","rhode island",78
"2291",2,"utah","minnesota",137
"2292",2,"rhode island","georgia",78
"2293",2,"new york","minnesota",355
"2294",2,"michigan","utah",109
"2295",2,"minnesota","utah",137
"2296",2,"virginia","utah",52
"2297",2,"hawaii","georgia",29
"2298",2,"georgia","hawaii",29
"2299",2,"utah","tennessee",48
"2300",2,"washington","florida",246
"2301",2,"connecticut","georgia",177
"2302",2,"georgia","oklahoma",275
"2303",2,"nebraska","georgia",151
"2304",2,"utah","michigan",109
"2305",2,"georgia","connecticut",177
"2306",2,"massachusetts","kentucky",100
"2307",2,"washington","north carolina",137
"2308",2,"georgia","south dakota",25
"2309",2,"wyoming","georgia",20
"2310",2,"maine","georgia",24
"2311",2,"north carolina","washington",136
"2312",2,"oklahoma","georgia",275
"2313",2,"tennessee","utah",49
"2314",2,"kentucky","utah",29
"2315",2,"washington","michigan",138
"2316",2,"south dakota","georgia",25
"2317",2,"kentucky","washington",16
"2318",2,"montana","michigan",5
"2319",2,"connecticut","minnesota",95
"2320",2,"minnesota","oregon",80
"2321",2,"oregon","minnesota",80
"2322",2,"iowa","georgia",138
"2323",2,"utah","virginia",51
"2324",2,"michigan","montana",5
"2325",2,"utah","kentucky",29
"2326",2,"new mexico","georgia",51
"2327",2,"georgia","iowa",138
"2328",2,"washington","alaska",772
"2329",2,"alaska","washington",772
"2330",2,"north dakota","georgia",5
"2331",2,"north carolina","utah",79
"2332",2,"georgia","north dakota",5
"2333",2,"georgia","new mexico",51
"2334",2,"new york","kentucky",424
"2335",2,"florida","washington",246
"2336",2,"tennessee","washington",70
"2337",2,"indiana","utah",25
"2338",2,"washington","kentucky",15
"2339",2,"utah","north carolina",79
"2340",2,"minnesota","connecticut",95
"2341",2,"kentucky","massachusetts",100
"2342",2,"georgia","maine",23
"2343",2,"utah","ohio",20
"2344",2,"utah","indiana",24
"2345",2,"oregon","michigan",20
"2346",2,"washington","tennessee",70
"2347",2,"michigan","oregon",20
"2348",2,"indiana","washington",51
"2349",2,"washington","indiana",51
"2350",2,"alaska","minnesota",19
"2351",2,"minnesota","alaska",19
"2352",2,"louisiana","utah",25
"2353",2,"utah","louisiana",25
"2354",2,"u.s. virgin islands","massachusetts",16
"2355",2,"west virginia","pennsylvania",27
"2356",2,"north carolina","new hampshire",86
"2357",2,"new hampshire","north carolina",86
"2358",2,"wisconsin","pennsylvania",55
"2359",2,"pennsylvania","wisconsin",55
"2360",2,"maine","illinois",56
"2361",2,"vermont","new jersey",63
"2362",2,"new jersey","maine",84
"2363",2,"indiana","new jersey",128
"2364",2,"wisconsin","new jersey",39
"2365",2,"new jersey","wisconsin",39
"2366",2,"new jersey","vermont",64
"2367",2,"kentucky","new jersey",197
"2368",2,"new jersey","rhode island",23
"2369",2,"maine","new jersey",97
"2370",2,"new jersey","indiana",138
"2371",2,"washington","pennsylvania",79
"2372",2,"hawaii","arizona",159
"2373",2,"north carolina","rhode island",104
"2374",2,"north carolina","oregon",25
"2375",2,"wisconsin","massachusetts",51
"2376",2,"new york","indiana",266
"2377",2,"indiana","new york",266
"2378",2,"massachusetts","wisconsin",51
"2379",2,"kentucky","missouri",61
"2380",2,"missouri","kentucky",61
"2381",2,"michigan","vermont",74
"2382",2,"michigan","new hampshire",75
"2383",2,"new hampshire","michigan",75
"2384",2,"michigan","maine",54
"2385",2,"vermont","michigan",74
"2386",2,"new york","iowa",23
"2387",2,"new hampshire","new york",22
"2388",2,"iowa","new york",23
"2389",2,"maine","pennsylvania",58
"2390",2,"arkansas","new york",70
"2391",2,"vermont","pennsylvania",52
"2392",2,"pennsylvania","maine",58
"2393",2,"pennsylvania","arkansas",29
"2394",2,"arkansas","pennsylvania",29
"2395",2,"pennsylvania","vermont",52
"2396",2,"vermont","virginia",126
"2397",2,"virginia","vermont",126
"2398",2,"new york","arkansas",70
"2399",2,"iowa","pennsylvania",29
"2400",2,"florida","arkansas",42
"2401",2,"arkansas","florida",42
"2402",2,"new jersey","arkansas",29
"2403",2,"nebraska","new jersey",51
"2404",2,"pennsylvania","new jersey",242
"2405",2,"new jersey","nebraska",52
"2406",2,"arkansas","new jersey",29
"2407",2,"new york","new hampshire",22
"2408",2,"hawaii","michigan",2
"2409",2,"michigan","hawaii",2
"2410",2,"texas","north dakota",114
"2411",2,"north dakota","texas",114
"2412",2,"virginia","arkansas",53
"2413",2,"texas","connecticut",51
"2414",2,"texas","south dakota",145
"2415",2,"south dakota","texas",145
"2416",2,"pennsylvania","west virginia",27
"2417",2,"virginia","mississippi",29
"2418",2,"north carolina","u.s. virgin islands",32
"2419",2,"u.s. virgin islands","north carolina",32
"2420",2,"montana","nevada",40
"2421",2,"arizona","montana",46
"2422",2,"south dakota","nevada",30
"2423",2,"nevada","montana",40
"2424",2,"south dakota","florida",25
"2425",2,"north dakota","nevada",63
"2426",2,"west virginia","florida",40
"2427",2,"florida","west virginia",40
"2428",2,"nevada","north dakota",63
"2429",2,"montana","arizona",46
"2430",2,"arkansas","arizona",8
"2431",2,"florida","south dakota",25
"2432",2,"south carolina","ohio",10
"2433",2,"tennessee","mississippi",5
"2434",2,"arizona","arkansas",8
"2435",2,"florida","mississippi",6
"2436",2,"iowa","tennessee",10
"2437",2,"north dakota","florida",22
"2438",2,"mississippi","tennessee",5
"2439",2,"mississippi","florida",6
"2440",2,"florida","north dakota",22
"2441",2,"montana","idaho",1
"2442",2,"nevada","south dakota",30
"2443",2,"kentucky","south carolina",5
"2444",2,"tennessee","iowa",10
"2445",2,"tennessee","arkansas",5
"2446",2,"ohio","south carolina",10
"2447",2,"arkansas","tennessee",5
"2448",2,"south carolina","kentucky",5
"2449",2,"indiana","tennessee",1
"2450",2,"south carolina","connecticut",8
"2451",2,"connecticut","south carolina",8
"2452",2,"new jersey","new hampshire",4
"2453",2,"new hampshire","new jersey",4
"2454",2,"alaska","alaska",1751
"2455",2,"arizona","alaska",21
"2456",2,"louisiana","washington",56
"2457",2,"washington","nebraska",29
"2458",2,"florida","oregon",42
"2459",2,"washington","south carolina",20
"2460",2,"nebraska","washington",29
"2461",2,"oregon","virginia",29
"2462",2,"maryland","washington",29
"2463",2,"virginia","oregon",29
"2464",2,"oregon","florida",42
"2465",2,"washington","louisiana",56
"2466",2,"south carolina","washington",20
"2467",2,"oregon","hawaii",203
"2468",2,"hawaii","oregon",203
"2469",2,"alaska","hawaii",62
"2470",2,"hawaii","alaska",62
"2471",2,"washington","maryland",29
"2472",2,"washington","new mexico",27
"2473",2,"new mexico","washington",27
"2474",2,"washington","oklahoma",27
"2475",2,"oklahoma","washington",27
"2476",2,"washington","ohio",24
"2477",2,"ohio","washington",24
"2478",2,"oregon","massachusetts",27
"2479",2,"massachusetts","oregon",27
"2480",2,"oregon","alaska",58
"2481",2,"alaska","oregon",58
"2482",2,"alaska","california",29
"2483",2,"alaska","arizona",21
"2484",2,"california","alaska",29
"2485",2,"rhode island","new jersey",24
"2486",2,"nevada","hawaii",91
"2487",2,"hawaii","nevada",90
"2488",2,"hawaii","new york",29
"2489",2,"new york","hawaii",29
"2490",2,"massachusetts","hawaii",21
"2491",2,"hawaii","massachusetts",21
"2492",2,"oregon","north carolina",25
"2493",2,"maine","michigan",54
"2494",2,"ohio","connecticut",22
"2495",2,"connecticut","ohio",23
"2496",2,"georgia","vermont",29
"2497",2,"arkansas","minnesota",41
"2498",2,"connecticut","kentucky",22
"2499",2,"kentucky","connecticut",22
"2500",2,"minnesota","arkansas",41
"2501",2,"vermont","georgia",29
"2502",2,"pennsylvania","iowa",29
"2503",2,"oklahoma","pennsylvania",29
"2504",2,"pennsylvania","oklahoma",29
"2505",2,"indiana","massachusetts",76
"2506",2,"massachusetts","indiana",76
"2507",2,"new jersey","iowa",1
"2508",2,"iowa","new jersey",2
"2509",3,"california","texas",5791
"2510",3,"texas","california",5745
"2511",3,"texas","texas",17850
"2512",3,"wisconsin","texas",285
"2513",3,"arizona","california",5026
"2514",3,"california","arizona",5065
"2515",3,"puerto rico","pennsylvania",185
"2516",3,"pennsylvania","puerto rico",187
"2517",3,"new york","florida",5977
"2518",3,"illinois","arizona",1023
"2519",3,"arizona","illinois",1019
"2520",3,"florida","pennsylvania",2882
"2521",3,"pennsylvania","florida",2912
"2522",3,"texas","florida",5274
"2523",3,"pennsylvania","texas",942
"2524",3,"illinois","north carolina",1093
"2525",3,"arizona","arizona",1012
"2526",3,"new york","north carolina",2346
"2527",3,"hawaii","arizona",165
"2528",3,"north carolina","missouri",517
"2529",3,"missouri","north carolina",516
"2530",3,"colorado","california",3791
"2531",3,"massachusetts","florida",2248
"2532",3,"north carolina","new jersey",783
"2533",3,"new jersey","north carolina",786
"2534",3,"washington","illinois",468
"2535",3,"arizona","virginia",153
"2536",3,"illinois","california",2304
"2537",3,"texas","pennsylvania",954
"2538",3,"florida","north carolina",4271
"2539",3,"illinois","texas",2524
"2540",3,"california","nevada",4955
"2541",3,"florida","new york",5986
"2542",3,"florida","massachusetts",2255
"2543",3,"illinois","florida",4069
"2544",3,"colorado","texas",3157
"2545",3,"texas","colorado",3131
"2546",3,"new york","colorado",551
"2547",3,"colorado","new york",552
"2548",3,"new york","texas",1651
"2549",3,"arizona","minnesota",481
"2550",3,"north carolina","indiana",426
"2551",3,"indiana","north carolina",426
"2552",3,"arizona","florida",405
"2553",3,"north carolina","texas",1466
"2554",3,"texas","north carolina",1465
"2555",3,"florida","texas",5241
"2556",3,"texas","oklahoma",1495
"2557",3,"oklahoma","texas",1494
"2558",3,"georgia","texas",2498
"2559",3,"texas","arkansas",1117
"2560",3,"arkansas","texas",1118
"2561",3,"arizona","massachusetts",160
"2562",3,"florida","puerto rico",1166
"2563",3,"arizona","nevada",852
"2564",3,"nevada","arizona",865
"2565",3,"washington","florida",292
"2566",3,"georgia","illinois",1368
"2567",3,"texas","minnesota",817
"2568",3,"arizona","new jersey",248
"2569",3,"florida","florida",2636
"2570",3,"florida","missouri",1038
"2571",3,"illinois","missouri",1272
"2572",3,"ohio","texas",662
"2573",3,"texas","illinois",2507
"2574",3,"south carolina","texas",459
"2575",3,"new york","arizona",281
"2576",3,"puerto rico","texas",157
"2577",3,"north carolina","virginia",2072
"2578",3,"california","colorado",3790
"2579",3,"california","illinois",2278
"2580",3,"pennsylvania","virginia",526
"2581",3,"california","north carolina",605
"2582",3,"texas","ohio",664
"2583",3,"texas","new york",1645
"2584",3,"florida","illinois",4080
"2585",3,"texas","south carolina",459
"2586",3,"puerto rico","florida",1167
"2587",3,"missouri","texas",1987
"2588",3,"texas","missouri",2004
"2589",3,"michigan","texas",1053
"2590",3,"pennsylvania","california",564
"2591",3,"north carolina","florida",4252
"2592",3,"new mexico","texas",894
"2593",3,"texas","new mexico",885
"2594",3,"arizona","oregon",462
"2595",3,"florida","california",1352
"2596",3,"texas","oregon",252
"2597",3,"nevada","california",4973
"2598",3,"arizona","new york",280
"2599",3,"texas","arizona",2308
"2600",3,"california","oklahoma",94
"2601",3,"oklahoma","california",93
"2602",3,"virginia","florida",2745
"2603",3,"texas","nevada",1786
"2604",3,"minnesota","arizona",481
"2605",3,"california","massachusetts",966
"2606",3,"illinois","nevada",739
"2607",3,"california","georgia",1404
"2608",3,"new york","illinois",2317
"2609",3,"colorado","illinois",1130
"2610",3,"illinois","colorado",1154
"2611",3,"texas","iowa",337
"2612",3,"iowa","texas",337
"2613",3,"florida","virginia",2772
"2614",3,"virginia","texas",1466
"2615",3,"washington","texas",647
"2616",3,"north carolina","maryland",628
"2617",3,"texas","puerto rico",157
"2618",3,"arizona","texas",2286
"2619",3,"north carolina","illinois",1106
"2620",3,"florida","maryland",1689
"2621",3,"north carolina","north carolina",2953
"2622",3,"virginia","tennessee",605
"2623",3,"texas","tennessee",1731
"2624",3,"tennessee","texas",1764
"2625",3,"illinois","virginia",1368
"2626",3,"utah","texas",871
"2627",3,"illinois","pennsylvania",1164
"2628",3,"arizona","georgia",407
"2629",3,"michigan","florida",2007
"2630",3,"florida","michigan",2006
"2631",3,"nevada","illinois",742
"2632",3,"north carolina","arizona",253
"2633",3,"pennsylvania","north carolina",1288
"2634",3,"nevada","texas",1805
"2635",3,"massachusetts","texas",495
"2636",3,"pennsylvania","u.s. virgin islands",30
"2637",3,"u.s. virgin islands","pennsylvania",30
"2638",3,"florida","colorado",1266
"2639",3,"california","virginia",840
"2640",3,"colorado","florida",1267
"2641",3,"louisiana","texas",2614
"2642",3,"nebraska","texas",368
"2643",3,"massachusetts","california",967
"2644",3,"north carolina","louisiana",418
"2645",3,"louisiana","north carolina",418
"2646",3,"minnesota","texas",812
"2647",3,"california","florida",1346
"2648",3,"georgia","florida",5916
"2649",3,"florida","georgia",5923
"2650",3,"north carolina","minnesota",339
"2651",3,"minnesota","north carolina",339
"2652",3,"nevada","virginia",127
"2653",3,"texas","michigan",1049
"2654",3,"minnesota","illinois",1265
"2655",3,"illinois","minnesota",1269
"2656",3,"arizona","utah",763
"2657",3,"texas","utah",876
"2658",3,"north carolina","tennessee",918
"2659",3,"missouri","arizona",421
"2660",3,"oregon","texas",222
"2661",3,"virginia","north carolina",2073
"2662",3,"texas","massachusetts",490
"2663",3,"california","louisiana",376
"2664",3,"louisiana","california",380
"2665",3,"california","hawaii",2590
"2666",3,"texas","virginia",1463
"2667",3,"texas","wyoming",66
"2668",3,"new mexico","arizona",422
"2669",3,"arizona","new mexico",422
"2670",3,"georgia","new york",1882
"2671",3,"new york","georgia",1875
"2672",3,"north carolina","california",607
"2673",3,"massachusetts","pennsylvania",957
"2674",3,"pennsylvania","massachusetts",958
"2675",3,"texas","louisiana",2618
"2676",3,"pennsylvania","illinois",1181
"2677",3,"new mexico","illinois",155
"2678",3,"illinois","new mexico",159
"2679",3,"kentucky","texas",805
"2680",3,"texas","kentucky",805
"2681",3,"north carolina","new york",2349
"2682",3,"nebraska","florida",92
"2683",3,"texas","indiana",577
"2684",3,"california","kentucky",107
"2685",3,"kentucky","california",107
"2686",3,"texas","nebraska",368
"2687",3,"wyoming","illinois",55
"2688",3,"new york","massachusetts",1611
"2689",3,"new york","california",2068
"2690",3,"virginia","new york",2308
"2691",3,"north carolina","oklahoma",150
"2692",3,"illinois","massachusetts",749
"2693",3,"maryland","north carolina",605
"2694",3,"virginia","illinois",1393
"2695",3,"massachusetts","north carolina",757
"2696",3,"illinois","connecticut",260
"2697",3,"tennessee","north carolina",887
"2698",3,"illinois","georgia",1347
"2699",3,"missouri","illinois",1305
"2700",3,"new jersey","illinois",420
"2701",3,"illinois","new york",2330
"2702",3,"pennsylvania","arizona",327
"2703",3,"nevada","north carolina",225
"2704",3,"arizona","colorado",1426
"2705",3,"colorado","arizona",1415
"2706",3,"north carolina","pennsylvania",1287
"2707",3,"georgia","north carolina",2247
"2708",3,"arizona","hawaii",165
"2709",3,"ohio","north carolina",830
"2710",3,"north carolina","ohio",800
"2711",3,"pennsylvania","washington",106
"2712",3,"nevada","pennsylvania",207
"2713",3,"north carolina","puerto rico",82
"2714",3,"puerto rico","north carolina",83
"2715",3,"michigan","arizona",315
"2716",3,"california","indiana",147
"2717",3,"arizona","pennsylvania",329
"2718",3,"tennessee","pennsylvania",321
"2719",3,"missouri","california",586
"2720",3,"arizona","washington",836
"2721",3,"florida","arizona",396
"2722",3,"louisiana","pennsylvania",71
"2723",3,"pennsylvania","louisiana",71
"2724",3,"pennsylvania","michigan",749
"2725",3,"georgia","pennsylvania",1164
"2726",3,"wisconsin","arizona",261
"2727",3,"new jersey","florida",3470
"2728",3,"florida","new jersey",3454
"2729",3,"texas","wisconsin",285
"2730",3,"indiana","florida",1105
"2731",3,"florida","indiana",1084
"2732",3,"massachusetts","illinois",758
"2733",3,"illinois","u.s. virgin islands",9
"2734",3,"u.s. virgin islands","illinois",9
"2735",3,"california","pennsylvania",563
"2736",3,"ohio","florida",1633
"2737",3,"massachusetts","new york",1585
"2738",3,"wyoming","texas",65
"2739",3,"pennsylvania","tennessee",304
"2740",3,"wyoming","new york",6
"2741",3,"new york","wyoming",6
"2742",3,"new jersey","texas",794
"2743",3,"florida","ohio",1632
"2744",3,"florida","nebraska",92
"2745",3,"maryland","florida",1728
"2746",3,"puerto rico","illinois",106
"2747",3,"maryland","texas",604
"2748",3,"texas","maryland",638
"2749",3,"illinois","puerto rico",104
"2750",3,"north carolina","u.s. virgin islands",33
"2751",3,"u.s. virgin islands","north carolina",33
"2752",3,"arizona","michigan",319
"2753",3,"indiana","texas",594
"2754",3,"illinois","new jersey",421
"2755",3,"michigan","north carolina",690
"2756",3,"illinois","washington",467
"2757",3,"new jersey","arizona",247
"2758",3,"virginia","arizona",151
"2759",3,"north carolina","michigan",691
"2760",3,"texas","u.s. virgin islands",8
"2761",3,"texas","washington",647
"2762",3,"south carolina","north carolina",1065
"2763",3,"u.s. virgin islands","texas",8
"2764",3,"montana","texas",116
"2765",3,"florida","connecticut",744
"2766",3,"virginia","california",841
"2767",3,"north carolina","maine",93
"2768",3,"california","tennessee",453
"2769",3,"florida","u.s. virgin islands",212
"2770",3,"u.s. virgin islands","florida",211
"2771",3,"oregon","arizona",446
"2772",3,"texas","georgia",2514
"2773",3,"new york","pennsylvania",771
"2774",3,"pennsylvania","new york",776
"2775",3,"north carolina","massachusetts",757
"2776",3,"pennsylvania","rhode island",118
"2777",3,"rhode island","pennsylvania",118
"2778",3,"new york","virginia",2285
"2779",3,"massachusetts","virginia",1155
"2780",3,"virginia","massachusetts",1133
"2781",3,"arizona","north carolina",255
"2782",3,"tennessee","virginia",597
"2783",3,"washington","arizona",829
"2784",3,"connecticut","pennsylvania",144
"2785",3,"california","new york",2069
"2786",3,"tennessee","california",415
"2787",3,"arizona","tennessee",196
"2788",3,"massachusetts","arizona",159
"2789",3,"utah","arizona",752
"2790",3,"nevada","florida",415
"2791",3,"georgia","california",1391
"2792",3,"florida","nevada",414
"2793",3,"florida","louisiana",605
"2794",3,"new jersey","massachusetts",573
"2795",3,"new york","utah",231
"2796",3,"utah","new york",231
"2797",3,"utah","california",2612
"2798",3,"california","utah",2588
"2799",3,"florida","utah",210
"2800",3,"utah","florida",211
"2801",3,"massachusetts","utah",106
"2802",3,"utah","massachusetts",106
"2803",3,"new york","puerto rico",316
"2804",3,"puerto rico","new york",322
"2805",3,"connecticut","florida",744
"2806",3,"vermont","new york",233
"2807",3,"massachusetts","colorado",261
"2808",3,"colorado","massachusetts",245
"2809",3,"california","washington",4068
"2810",3,"washington","california",4097
"2811",3,"new jersey","puerto rico",267
"2812",3,"puerto rico","new jersey",269
"2813",3,"georgia","massachusetts",571
"2814",3,"michigan","massachusetts",307
"2815",3,"minnesota","massachusetts",252
"2816",3,"massachusetts","maryland",390
"2817",3,"maryland","massachusetts",395
"2818",3,"california","california",21328
"2819",3,"washington","new york",247
"2820",3,"new york","new york",1739
"2821",3,"massachusetts","georgia",571
"2822",3,"south carolina","florida",306
"2823",3,"nevada","new york",297
"2824",3,"massachusetts","nevada",177
"2825",3,"nevada","massachusetts",177
"2826",3,"new york","nevada",297
"2827",3,"massachusetts","louisiana",105
"2828",3,"massachusetts","new jersey",573
"2829",3,"massachusetts","ohio",295
"2830",3,"massachusetts","michigan",308
"2831",3,"ohio","massachusetts",294
"2832",3,"massachusetts","minnesota",252
"2833",3,"connecticut","puerto rico",62
"2834",3,"massachusetts","tennessee",252
"2835",3,"tennessee","massachusetts",256
"2836",3,"new york","washington",248
"2837",3,"rhode island","florida",427
"2838",3,"florida","rhode island",426
"2839",3,"massachusetts","washington",167
"2840",3,"washington","massachusetts",166
"2841",3,"massachusetts","south carolina",125
"2842",3,"south carolina","massachusetts",126
"2843",3,"louisiana","new york",282
"2844",3,"louisiana","massachusetts",105
"2845",3,"new york","louisiana",282
"2846",3,"florida","south carolina",306
"2847",3,"oregon","new york",87
"2848",3,"puerto rico","virginia",71
"2849",3,"south carolina","new york",458
"2850",3,"california","oregon",2843
"2851",3,"oregon","california",2797
"2852",3,"new york","south carolina",459
"2853",3,"virginia","puerto rico",70
"2854",3,"puerto rico","connecticut",62
"2855",3,"new york","vermont",233
"2856",3,"massachusetts","puerto rico",134
"2857",3,"puerto rico","massachusetts",141
"2858",3,"louisiana","florida",590
"2859",3,"montana","california",76
"2860",3,"california","montana",76
"2861",3,"florida","tennessee",1546
"2862",3,"tennessee","florida",1512
"2863",3,"puerto rico","u.s. virgin islands",62
"2864",3,"u.s. virgin islands","puerto rico",69
"2865",3,"new york","oregon",88
"2866",3,"new mexico","new york",31
"2867",3,"new york","new mexico",31
"2868",3,"massachusetts","u.s. virgin islands",32
"2869",3,"u.s. virgin islands","massachusetts",25
