"","geoID","pop","cases","deaths"
"1531",26001,10405,41,2
"1532",26003,9108,17,0
"1533",26005,118081,729,7
"1534",26007,28405,139,14
"1535",26009,23324,66,0
"1536",26011,14883,69,3
"1537",26013,8209,13,0
"1538",26015,61550,272,2
"1539",26017,103126,956,48
"1540",26019,17766,69,2
"1541",26021,153401,1784,72
"1542",26023,43517,568,4
"1543",26025,134159,1222,44
"1544",26027,51787,514,16
"1545",26029,26143,94,3
"1546",26031,25276,88,2
"1547",26033,37349,75,0
"1548",26035,30950,108,4
"1549",26037,79595,620,13
"1550",26039,14029,118,5
"1551",26041,35784,261,5
"1552",26043,25239,97,2
"1553",26045,110268,610,10
"1554",26047,33415,152,4
"1555",26049,405813,4267,306
"1556",26051,25449,91,2
"1557",26053,13975,153,1
"1558",26055,93088,455,7
"1559",26057,40711,244,15
"1560",26059,45605,325,27
"1561",26061,35684,300,1
"1562",26063,30981,214,5
"1563",26065,292406,3158,45
"1564",26067,64697,349,7
"1565",26069,25127,190,12
"1566",26071,11066,66,1
"1567",26073,69872,652,12
"1568",26075,158510,980,44
"1569",26077,265066,2580,91
"1570",26079,18038,79,4
"1571",26081,656955,9342,174
"1572",26083,2116,7,0
"1573",26085,11853,32,0
"1574",26087,87607,580,36
"1575",26089,21761,108,1
"1576",26091,98451,779,16
"1577",26093,191995,1312,30
"1578",26095,6229,12,0
"1579",26097,10799,54,0
"1580",26099,873972,13971,1009
"1581",26101,24558,69,2
"1582",26103,66699,315,12
"1583",26105,29144,133,0
"1584",26107,43453,186,3
"1585",26109,22780,302,1
"1586",26111,83156,553,11
"1587",26113,15118,58,1
"1588",26115,150500,1458,28
"1589",26117,63888,289,5
"1590",26119,9328,14,0
"1591",26121,173566,1444,69
"1592",26123,48980,317,1
"1593",26125,1257584,19884,1193
"1594",26127,26467,513,6
"1595",26129,20997,61,5
"1596",26131,5720,42,0
"1597",26133,23460,89,0
"1598",26135,8241,30,1
"1599",26137,24668,168,11
"1600",26139,291830,3146,65
"1601",26141,12592,26,1
"1602",26143,24019,88,4
"1603",26145,190539,2863,138
"1604",26147,159128,977,53
"1605",26149,60964,726,11
"1606",26151,41170,144,7
"1607",26153,8094,21,0
"1608",26155,68122,491,31
"1609",26157,52245,488,31
"1610",26159,75677,738,17
"1611",26161,367601,3305,115
"1612",26163,1749343,34082,2955
"1613",26165,33631,119,4
"1614",27001,15886,70,1
"1615",27003,356921,5664,132
"1616",27005,34423,242,2
"1617",27007,47188,371,4
"1618",27009,40889,500,3
"1619",27011,4991,66,0
"1620",27013,67653,1578,6
"1621",27015,25008,168,2
"1622",27017,35871,235,1
"1623",27019,105089,1330,7
"1624",27021,29779,123,3
"1625",27023,11800,189,1
"1626",27025,56579,433,1
"1627",27027,64222,1232,40
"1628",27029,8818,25,0
"1629",27031,5463,6,0
"1630",27033,11196,216,0
"1631",27035,65055,419,18
"1632",27037,429021,7048,125
"1633",27039,20934,190,0
"1634",27041,38141,236,1
"1635",27043,13653,130,0
"1636",27045,21067,105,0
"1637",27047,30281,511,3
"1638",27049,46340,324,9
"1639",27051,5972,57,4
"1640",27053,1265843,25628,921
"1641",27055,18600,107,0
"1642",27057,21491,76,0
"1643",27059,40596,244,0
"1644",27061,45130,271,13
"1645",27063,9846,128,1
"1646",27065,16337,103,8
"1647",27067,43199,918,2
"1648",27069,4298,12,0
"1649",27071,12229,103,3
"1650",27073,6623,43,0
"1651",27075,10641,53,0
"1652",27077,3740,20,1
"1653",27079,28887,443,4
"1654",27081,5639,101,0
"1655",27083,25474,638,4
"1656",27085,35893,440,2
"1657",27087,5527,45,1
"1658",27089,9336,48,1
"1659",27091,19683,304,9
"1660",27093,23222,171,2
"1661",27095,26277,141,3
"1662",27097,33386,195,1
"1663",27099,40062,1274,4
"1664",27101,8194,152,2
"1665",27103,34274,496,16
"1666",27105,21629,1926,16
"1667",27107,6375,51,0
"1668",27109,158293,2263,27
"1669",27111,58746,379,4
"1670",27113,14119,108,1
"1671",27115,29579,239,0
"1672",27117,9126,209,9
"1673",27119,31364,270,4
"1674",27121,11249,86,0
"1675",27123,550321,10410,318
"1676",27125,4055,37,0
"1677",27127,15170,129,0
"1678",27129,14548,125,6
"1679",27131,66972,1297,8
"1680",27133,9315,146,0
"1681",27135,15165,110,0
"1682",27137,199070,1317,33
"1683",27139,149013,2386,33
"1684",27141,97238,1078,14
"1685",27143,14865,176,3
"1686",27145,161075,3715,23
"1687",27147,36649,516,2
"1688",27149,9805,91,1
"1689",27151,9266,111,1
"1690",27153,24664,473,2
"1691",27155,3259,29,0
"1692",27157,21627,170,0
"1693",27159,13682,62,0
